,Column1,nombre,Función,ministerio
0,0,Ministerio de Relaciones Exteriores,"Las atribuciones de la Ministra(o) de Relaciones Exteriores, en el marco de las competencias asignadas al nivel central en la Constitución Política del Estado, son las siguientes:
a) Incorporar en las relaciones internacionales los principios constitucionales del Estado Plurinacional y ejecutar la política exterior del Estado Plurinacional;
b) Proponer, coordinar y ejecutar la política exterior del Estado Plurinacional;
c) Dirigir las relaciones diplomáticas bilaterales y multilaterales, los servicios consulares y la participación del Estado Plurinacional, en organismos y foros internacionales;
d) Suscribir tratados, convenios y otros instrumentos jurídicos internacionales, en el marco de los preceptos de la Constitución Política del Estado, asegurando su registro y custodia; 
e) Reivindicar el derecho irrenunciable e imprescriptible del Estado Plurinacional, sobre el territorio que le dé acceso al Océano Pacífico y su espacio marítimo;
f) Administrar las relaciones con los Estados, organismos internacionales y otros sujetos de Derecho Internacional;
g) Representar al Estado Plurinacional en las relaciones de integración social, política, cultural y económica con los demás Estados, naciones y pueblos del mundo y promover en particular la integración latinoamericana y la diplomacia de los pueblos;
h) Promover, facilitar y fortalecer los procesos de hermandad e integración de las naciones y pueblos indígena originario campesinos, comunidades interculturales y afrobolivianas, con los pueblos indígenas del mundo; 
i) Presidir la delegación boliviana en reuniones, foros internacionales y en cumbres de jefas y jefes de Estado;
j) Dirigir las negociaciones económicas y comerciales;
k) Formular y dirigir la negociación de acuerdos de comercio justo y complementario que consideren las asimetrías existentes, cuando se trate de países y bloques desarrollados;
l) Incorporar los Tratados de Comercio de los Pueblos, como alternativa de acuerdos comerciales basados en la solidaridad y la cooperación;
m) Consolidar, promover y negociar acuerdos de cooperación económica y técnica con otros Estados, organismos internacionales y agencias de cooperación, en coordinación con las entidades nacionales correspondientes;
n) Asegurar el respeto a los derechos de las bolivianas y bolivianos residentes en el exterior y representar sus intereses ante los Estados receptores;
o) Asegurar el apoyo al Órgano Electoral para que las bolivianas y bolivianos residentes en el exterior ejerzan su derecho a participar en las elecciones a la Presidencia y Vicepresidencia del Estado y en las demás señaladas por Ley; 
p) Participar, en coordinación con las instancias que corresponda, en la defensa y protección de los recursos naturales e hídricos del Estado Plurinacional;
q) Conducir las negociaciones internacionales sobre delimitaciones y demarcaciones de las fronteras internacionales de Bolivia;
r) Establecer el marco de la política exterior para las relaciones internacionales de las entidades territoriales autónomas;
s) Dirigir la coordinación con gobiernos autónomos departamentales en materia de política exterior, relaciones internacionales y ordenamiento territorial en zonas de frontera;
t) Establecer el marco de la política exterior para los intercambios internacionales de los pueblos indígena originario campesinos;
u) Supervisar los mecanismos establecidos para regular las actividades de las organizaciones religiosas en el Estado Plurinacional; 
v) Suscribir acuerdos marco y supervisar los mecanismos establecidos para regular las actividades de las Organizaciones No Gubernamentales - ONG extranjeras, agencias de cooperación y otros sujetos de derecho internacional;
w) Ejercer el rol de Autoridad Central en materia de cooperación jurídica, judicial, fiscal y administrativa internacional; 
x) Asegurar la coordinación con las organizaciones sociales, las naciones y pueblos indígena originario campesinos y las instituciones de la sociedad civil, las políticas de su competencia e implementar mecanismos de control social y de participación;
y) Garantizar la transparencia de la gestión pública en el servicio de relaciones exteriores;
z) Presidir por delegación de la Presidenta o Presidente del Estado Plurinacional, los diferentes Consejos Nacionales que correspondan;
aa) Proponer políticas de promoción de las exportaciones y apertura de mercados externos en el marco de la Constitución Política del Estado;
bb) Proponer políticas para consolidar y promocionar la oferta exportable, en coordinación con las instancias competentes; 
cc) Proponer políticas de infraestructura física y desarrollo logístico para el comercio exterior en coordinación con las entidades competentes;
dd) Ejercer el rol de autoridad competente en materia de la Apostilla;
ee) Apostillar y legalizar los documentos nacionales que hubieran cumplido los requisitos exigidos para que surtan efectos legales en el extranjero, pudiendo retener la documentación presentada en los casos y de acuerdo a reglamento;
ff) Coadyuvar y coordinar con la Autoridad Competente en Turismo la promoción de la oferta turística mediante acciones efectivas, a través del Servicio Exterior.",
1,1,Ministerio de la Presidencia,"(ATRIBUCIONES DE LA MINISTRA(O) DE LA PRESIDENCIA). Las atribuciones de la Ministra(o)
de la Presidencia, en el marco de las competencias asignadas al nivel central en la Constitución Política del Estado, son las
siguientes:
a) Coordinar las acciones político-administrativas de la Presidencia del Estado Plurinacional con los ministerios del Estado
Plurinacional;
b) Coordinar las actividades del Consejo de Ministras y Ministros del Estado Plurinacional;
c) Orientar, coordinar y supervisar acciones y políticas con los demás ministerios del Estado Plurinacional de acuerdo al
régimen normativo e instrucción presidencial;
d) Promover, coordinar y supervisar, y elaborar informes sobre el desempeño de la gestión pública por resultados;
e) En el marco de la independencia de los Órganos del Poder Público, coordinar y promover tareas de Estado con los Órganos
Legislativo, Judicial y Electoral;
f) Proponer, promover y canalizar las políticas públicas inherentes a la materialización de los mandatos constitucionales, en
el ámbito de su competencia;
g) Proponer políticas de seguimiento y control de la organización y reforma del Órgano Ejecutivo;
h) Instalar y construir capacidades institucionales ejecutivas en cada departamento del país mediante la constitución de
gabinetes territoriales para facilitar y fortalecer la articulación de las políticas públicas estatales en los distintos niveles de
gobierno y con las entidades e instituciones descentralizadas y autónomas;
i) Coordinar la relación del Órgano Ejecutivo con los movimientos sociales, naciones y pueblos indígena originario
campesinos y la sociedad civil;
j) Conformar Consejos o instancias de coordinación del Órgano Ejecutivo de acuerdo a instrucción presidencial;
k) Promover el desarrollo normativo y tramitar los proyectos de Ley, de Decretos y Resoluciones Supremas, a ser elevados
a consideración de la Presidenta o Presidente del Estado Plurinacional y al Consejo de Ministras y Ministros del Estado
Plurinacional cuando corresponda, en el marco de la Constitución Política del Estado;
l) Publicar los instrumentos legales promulgados y aprobados en la Gaceta Oficial de Bolivia;
m) Actuar como custodio y mantener el archivo de Leyes, Decretos y Resoluciones Supremas;
n) Promover mecanismos, normas y prácticas orientadas a institucionalizar, desde la perspectiva estatal, la coordinación y
relación político administrativo con todas las entidades territoriales descentralizadas y autónomas;
o) Apoyar técnica y administrativamente en la canalización y/o implementación de los proyectos especiales promovidos ante
la Presidencia del Estado Plurinacional, por los beneficiarios de donaciones de la Cooperación Internacional;
p) Supervisar y evaluar el funcionamiento de Unidades Desconcentradas del Ministerio;
q) Constituirse en miembro del Consejo de Asuntos Territoriales;
r) Promover políticas públicas orientadas a la gestión, prevención y resolución de conflictos;
s) Promover e implementar programas y proyectos a favor de personas con discapacidad;
t) Apoyar funcionalmente tanto en la parte técnica, logística y operativa a los proyectos especiales que el Presidente del
Estado Plurinacional llevará a cabo durante su gestión;
u) Coordinar y apoyar la promoción de acciones estratégicas que articulen y refuercen las políticas públicas de gestión
social; así como, el apoyo y canalización de ayuda humanitaria;
v) Ejercer la rectoría de Gobierno Electrónico y/o Digital y de Tecnologías de Información y Comunicación para el sector
público del Estado Plurinacional, a fin de establecer políticas, lineamientos y normativa específica para su implementación,
seguimiento y control;
w) Asumir acciones operativas para la coordinación entre el Órgano Ejecutivo y las entidades territoriales autónomas;
x) Proponer e impulsar políticas orientadas a la implementación de la organización territorial del Estado contemplada en la
Constitución Política del Estado;
y) Proponer políticas nacionales de gestión territorial en las Unidades Territoriales en el marco de la organización territorial
establecida en la Constitución Política del Estado, en coordinación con las entidades territoriales autónomas;
z) Proponer y formular políticas de desarrollo institucional democrático y gobernabilidad de las entidades territoriales
autónomas en coordinación con éstas;
aa) Brindar apoyo y asistencia técnica a las entidades territoriales autónomas en el ejercicio de sus competencias y
proyectar normativa cuando corresponda;
bb) Proponer y coordinar con las entidades territoriales autónomas, el Ministerio de Planificación del Desarrollo y el
Ministerio de Economía y Finanzas Públicas, políticas y mecanismos que permitan la sostenibilidad fiscal financiera de las
entidades territoriales autónomas;
cc) Impulsar un sistema de seguimiento y monitoreo al desempeño de la gestión pública institucional, competencial y fiscal
financiera de las entidades territoriales autónomas;
dd) Proponer, propiciar y evaluar el desarrollo de políticas nacionales de interculturalidad en la gestión pública de las
entidades territoriales autónomas;
ee) Conocer y resolver los procesos administrativos de creación, modificación y delimitación de las Unidades Territoriales en
el marco de la legislación vigente;
ff) Impulsar y promover políticas y acciones para la consolidación de las entidades territoriales autónomas en coordinación
con éstas;
gg) Otorgar y registrar personalidad jurídica a ONG, fundaciones y entidades civiles sin fines de lucro que desarrollen
actividades en más de un departamento;
hh) Efectuar las actividades que se requieran para la implementación de la Ley N° 031, de 19 de julio de 2010, Marco de
Autonomías y Descentralización ""Andrés Ibáñez"" en coordinación con las entidades territoriales autónomas y las entidades
públicas competentes;
ii) Proponer políticas orientadas a fortalecer y profundizar el proceso de descentralización política y administrativa con
autonomías, concertado con actores políticos, sociales, culturales, económicos, en coordinación con las entidades territoriales
autónomas;
jj) Homologar el área urbana delimitada por los gobiernos autónomos municipales e indígena originario campesino;
kk) Proponer y definir políticas, estrategias y normas de comunicación gubernamental;
ll) Promover y regular el desarrollo de la comunicación gubernamental;
mm) Proponer políticas de comunicación gubernamental;
nn) Organizar y desarrollar un sistema de información que investigue y sistematice demandas sociales y de opinión pública;
oo) Dirigir y coordinar las acciones de información y comunicación interministerial e interinstitucional del Órgano Ejecutivo;
pp) Difundir las políticas de gobierno del Estado Plurinacional;
qq) Promover la difusión de la imagen del Estado a través de los medios de comunicación, en coordinación con las instancias
que correspondan;
rr) Planificar, orientar y supervisar la política de relación del Órgano Ejecutivo con los medios de comunicación
gubernamentales;
ss) Implementar programas y proyectos de posicionamiento en temas estratégicos de la gestión gubernamental;
tt) Coordinar con los ministerios de Estado las tareas de monitoreo de información;
uu) Prestar servicios de publicidad y otras actividades relacionadas con la comunicación e información, a través de las áreas
administrativas correspondientes;
vv) Resolver revocatorias de personalidad jurídica a ONG, fundaciones y entidades civiles sin fines de lucro, que
desarrollen actividades en más de un departamento. zz) Coordinar las relaciones del Órgano Ejecutivo con el Órgano Judicial, Tribunal Constitucional Plurinacional, Tribunal Agroambiental, Policía Boliviana, Ministerio Público, Procuraduría General del Estado, Contraloría General del Estado, Defensoría del Pueblo y las Comisiones pertinentes del Órgano Legislativo, para lograr el acceso a la justicia, la protección de los derechos fundamentales, el desarrollo de la justicia indígena originaria campesina y la transparencia institucional;
aaa) Proponer y dirigir las políticas y el desarrollo normativo orientado a lograr justicia social;
bbb) Proponer y coordinar las políticas de justicia social con las entidades territoriales autónomas;
ccc) Proponer políticas y planes de defensa, protección y promoción de derechos fundamentales con las entidades territoriales autónomas, ejecutando acciones que coadyuven a su reparación e implementación;
ddd) Promover el acceso a la justicia, formulando políticas, normas y programas de lucha contra la impunidad y la retardación de justicia;
eee) Promover y desarrollar mecanismos de solución de conflictos;
fff) Proponer e implementar políticas, programas y normas para promover el fortalecimiento, la socialización y conocimiento de la jurisdicción de las naciones y pueblos indígena originario campesinos, en coordinación con las entidades territoriales autónomas;
ggg) Proponer políticas y normas de prevención, sanción y eliminación de toda forma de violencia de género y generacional y personas con discapacidad;
hhh) Proponer políticas y normas para promover el acceso de las mujeres a la salud, educación, información, espacios políticos y a la justicia;
iii) Proponer planes, programas, proyectos y normas para la igualdad de oportunidades;
jjj) Proponer, dirigir y concertar políticas, normas, planes, programas y proyectos que promuevan la igualdad de oportunidades de niñas, niños, adolescentes, jóvenes, personas adulto mayores y personas con discapacidad, en coordinación con las entidades territoriales autónomas;
kkk) Promover acciones de prevención relativas a la tortura y otros tratos inhumanos o degradantes o penas crueles;
lll) Proponer políticas, programas y proyectos de gestión con ética y transparencia, y de prevención y de lucha contra la corrupción;
mmm) Proponer proyectos normativos tendientes a la erradicación de prácticas corruptas y conseguir mayores niveles de transparencia institucional;
nnn) Promover el desarrollo de la ética pública en todas las entidades públicas del nivel central y de las entidades territoriales autónomas y programas de capacitación ciudadana en las áreas de su competencia, con especial énfasis en la formación de valores y códigos de ética;
ooo) Diseñar mecanismos de fortalecimiento y coordinación institucional para la gestión con transparencia y lucha contra la corrupción;
ppp) Supervisar la incorporación obligatoria de mecanismos de rendición pública de cuentas en todas las entidades públicas y el cumplimiento de la obligación de los servidores públicos de rendir cuentas en todas las entidades públicas;
qqq) Promover que las entidades públicas posean mecanismos destinados a la preservación, custodia y conservación de toda la información que tengan en su poder;
rrr) Promover el fortalecimiento de instrumentos y medios de control social a fin de garantizar la transparencia en el manejo de los recursos públicos;
sss) Proponer políticas de fortalecimiento de la participación ciudadana en la lucha contra la corrupción y la gestión pública con transparencia;
ttt) Proponer y ejecutar políticas, programas y proyectos del derecho de acceso a la información pública de los ciudadanos;
uuu) Promover y coordinar acciones de investigación de fortunas y legitimación de ganancias ilícitas;
vvv) Diseñar políticas de coordinación interinstitucional entre instancias gubernamentales y actores sociales para la lucha contra la corrupción;
www) Diseñar políticas e implementar acciones, en coordinación con las entidades pertinentes, para la recuperación del patrimonio del Estado sustraído por actos de corrupción;
xxx) Coordinar con toda entidad estatal acciones concernientes a la prevención, control, investigación y sanción de actos de corrupción;
yyy) Proponer políticas de prevención y lucha sostenida contra la corrupción, con énfasis en lo educativo y en la acción de los medios de comunicación, buscando elevar los estándares éticos de la sociedad;
zzz) Presentar denuncias por hechos de corrupción y constituirse en parte, y coordinar la investigación, seguimiento y monitoreo de hechos y procesos judiciales contra la corrupción;
aaaa) Verificar y trabajar por el cumplimiento de las convenciones y acuerdos internacionales sobre lucha contra la corrupción;
bbbb) Diseñar estrategias comunicacionales para difundir el trabajo del ministerio, y para informar a toda la población sobre temas relacionados a su competencia e implementar campañas de concientización de lucha contra la corrupción;
cccc) Dirigir y procesar el registro, matriculación y control de abogadas, abogados y sociedades civiles de abogadas y abogados, velando por el correcto ejercicio profesional de la abogacía y promoviendo actividades académicas e investigativas;
dddd) Establecer mecanismos y políticas sectoriales de prevención, protección y fortalecimiento para salvaguardar los sistemas y formas de vida individual y colectiva de las naciones y pueblos indígena originarios en situación de alta vulnerabilidad;
eeee) Promover el acceso a la justicia social, ejecutando acciones que coadyuven a la solución de conflictos y priorizando a personas en situación de vulnerabilidad y escasos recursos;
ffff) Vigilar la implementación de políticas de descolonización y despatriarcalización en las entidades públicas de todos los niveles del Estado Plurinacional;
gggg) Proponer políticas para la descolonización y despatriarcalización en el Estado Plurinacional;
hhhh) Coordinar con ministerios y gobiernos subnacionales, actividades que promuevan la descolonización y despatriarcalización;
iiii) Promover estrategias para la formación y capacitación en los idiomas oficiales del Estado Plurinacional y en descolonización y despatriarcalización;
jjjj) Proponer políticas de lucha y prevención contra el racismo y toda forma de discriminación.",
2,2,Ministerio de Gobierno,"(ATRIBUCIONES DE LA MINISTRA(O) DE GOBIERNO). Las atribuciones de la Ministra(o) de
Gobierno, en el marco de las competencias asignadas al nivel central por la Constitución Política del Estado, son las
siguientes:
a) Proponer, dirigir y coordinar políticas para la seguridad pública del Estado
Plurinacional, precautelando el ejercicio de los derechos y garantías constitucionales, el orden público y la paz social,
inherentes al Estado Plurinacional;
b) Planificar y coordinar con las Gobernadoras y Gobernadores y la Policía Boliviana el Régimen de políticas de seguridad
pública en todo el territorio boliviano;
c) Dirigir a la Policía Boliviana garantizando su accionar efectivo en la preservación de la seguridad pública y la defensa de
la sociedad, priorizando su acción preventiva y de auxilio, el control del orden público y el cumplimiento de las Leyes de
acuerdo a lo dispuesto por la Constitución Política del Estado;
d) Proponer, dirigir, coordinar y administrar políticas en los siguientes ámbitos:
1. Migratorio e inmigratorio;
2. Régimen interior de control del orden público y la paz social;
3. Defensa social y lucha contra el narcotráfico, que comprenderá asimismo el régimen de sustancias controladas y
bienes incautados;
4. Seguridad Pública, de prevención y represión del delito y el crimen;
5. Régimen Penitenciario, rehabilitación y reinserción social.
e) Proponer y coordinar políticas de cooperación policial internacional de lucha contra el crimen organizado;
f) Promover acciones de diagnóstico político coyunturales del Estado Plurinacional;
g) Promover, patrocinar o intervenir como sujeto procesal en acciones legales que correspondan por razones de seguridad
pública del Estado Plurinacional;
h) Promover tareas de inteligencia e investigación disciplinaria de la Policía Boliviana;
i) Proponer y coordinar políticas orientadas a la lucha contra la trata y tráfico de personas;
j) Proponer y coordinar la generación de estadísticas e información sobre delitos, violencia y todo hecho que afecte a la
seguridad ciudadana;
k) Proponer y coordinar políticas de prevención, mantenimiento y restablecimiento de la seguridad ciudadana;
l) Promover tareas de apoyo logístico para la prevención del consumo de drogas, lucha contra el tráfico ilícito de sustancias
controladas y de coca excedentaria.",
3,3,Ministerio de Defensa,"a) Proponer la política de seguridad y defensa del Estado Plurinacional y someterla a la aprobación del Consejo Supremo de Defensa del Estado Plurinacional, para aplicarla en lo que corresponde al Ministerio de Defensa, y coordinar su aplicación con los demás ministerios encargados de su ejecución;
b) Transmitir a las Fuerzas Armadas las órdenes presidenciales en el orden administrativo y coordinar su cumplimiento con el Comando en Jefe de las Fuerzas Armadas y Comandos Generales de cada Fuerza;
c) Garantizar el accionar efectivo de las Fuerzas Armadas en el mantenimiento de la independencia, seguridad, soberanía e integridad territorial del Estado Plurinacional;
d) Promover la presencia de las Fuerzas Armadas en las zonas de seguridad fronteriza, para garantizar la integridad territorial, la preservación de los recursos naturales estratégicos y participar en las políticas de desarrollo integral y sostenible de estas zonas;
e) Proponer políticas y acuerdos internacionales, destinados a promover la cultura de la paz y el derecho a la paz, garantizando la defensa regional y seguridad hemisférica;
f) Promover y coordinar la defensa de los derechos humanos, inclusión social, equidad de género, igualdad de oportunidades, transparencia, interculturalidad en las Fuerzas Armadas, así como su adhesión a los principios y valores del Estado Plurinacional;
g) Gestionar y administrar el presupuesto de las Fuerzas Armadas ante las instancias correspondientes y controlar su ejecución para el cumplimiento de su misión constitucional;
h) Coordinar acciones de apoyo al desarrollo integral del país, a través de la participación efectiva de las Fuerzas Armadas en coordinación con entidades públicas y privadas;
i) Planificar, organizar, controlar y ejecutar las acciones de defensa civil en coordinación con las instancias departamentales, regionales, municipales y pueblos indígena originario campesinos, así como con entidades públicas y privadas, nacionales e internacionales;
j) Promover planes, programas y proyectos, para garantizar la navegación aérea, fluvial y lacustre, a través de la participación efectiva de las Fuerzas Armadas y en coordinación con los ministerios respectivos;
k) Promover el desarrollo y la defensa de los intereses marítimos, fluviales y lacustres y de la marina mercante del Estado Plurinacional;
l) Proponer políticas públicas en materia de lucha contra el contrabando.",
4,4,Ministerio de Planificación del Desarrollo y Medio Ambiente,"(ATRIBUCIONES DE LA MINISTRA(O) DE PLANIFICACIÓN DEL DESARROLLO Y MEDIO AMBIENTE). Las atribuciones de la Ministra(o) de Planificación del Desarrollo y Medio Ambiente, en el marco de las competencias asignadas al nivel central por la Constitución Política del Estado, son las siguientes: a) Planificar y coordinar el desarrollo integral del país mediante la elaboración, seguimiento y evaluación del Plan de Desarrollo Económico y Social  PDES, en coordinación con los ministerios, entidades territoriales autónomas y descentralizadas, organizaciones sociales, comunitarias y productivas, y entidades descentralizadas y desconcentradas correspondientes; b) Proponer políticas para fortalecer la presencia del Estado Plurinacional como actor económico, productivo y financiero para la redistribución equitativa de la riqueza, excedentes, ingresos y oportunidades; c) Proponer políticas de planificación y ordenamiento territorial, en coordinación con entidades territoriales autónomas y descentralizadas, organizaciones sociales, comunitarias y productivas, y autoridades del ámbito correspondiente; d) Coordinar la formulación de las políticas y estrategias de desarrollo productivo, social, cultural y política en los ámbitos previstos por el Sistema de Planificación Integral del Estado  SPIE; e) Realizar el seguimiento y evaluación de la implementación de los planes y programas comprendidos en el SPIE para el desarrollo, tanto en sus enfoques de innovación, equidad y armonía con la naturaleza como en sus impactos y resultados; f) Ejercer las facultades de órgano rector del SPIE; g) Proponer políticas presupuestarias de mediano y largo plazo sobre la base de los planes nacional, sectorial, intersectorial y territorial, en coordinación con los demás ministerios y otras entidades, para el logro del PDES; h) Proponer las políticas y estrategias de inversión y financiamiento para el desarrollo del país; i) Realizar el seguimiento y evaluación de la aplicación de los programas en el marco de los subsistemas del SPIE; j) Promover la articulación y compatibilidad de los planes de desarrollo de las entidades territoriales autónomas y descentralizadas con los lineamientos estratégicos del PDES; k) Proponer y dirigir políticas de ciencia y tecnología, investigación científica, técnica y tecnológica, innovación y transferencia de ciencia y tecnología, rescatando los saberes locales y conocimientos ancestrales de forma concurrente con las entidades territoriales autónomas y descentralizadas, en el marco del PDES, para fortalecer la base productiva, la industrialización e impulsar el desarrollo integral de la sociedad; l) Gestionar, negociar y suscribir convenios de financiamiento externo, de cooperación económica y financiera internacional, en el marco del PDES, en coordinación con los Ministerios de Relaciones Exteriores y de Economía y Finanzas Públicas; m) Plantear y coordinar la ejecución de políticas y estrategias de erradicación de la pobreza y extrema pobreza, así como de otros planes estratégicos, en interacción con entidades territoriales autónomas y descentralizadas, organizaciones sociales, comunitarias y productivas, y autoridades del ámbito correspondiente; n) Planificar la gestión de riesgos con enfoque intersectorial de mediano y largo plazo en coordinación con las entidades territoriales autónomas y descentralizadas; o) Proponer y dirigir políticas para el desarrollo de la planificación plurianual sectorial, territorial y nacional, en coordinación con las otras instancias del Órgano Ejecutivo; p) Coordinar con el Ministerio de Economía y Finanzas Públicas la definición de las políticas macroeconómicas, en el marco del PDES; q) Articular y consolidar la gestión de promoción de inversiones en el Estado Plurinacional, en coordinación con las instancias competentes, en el marco de la normativa vigente; r) Proponer las políticas de planificación estratégica para el uso sustentable de los recursos naturales, y conservación del medio ambiente, articulándolas con los procesos productivos y el desarrollo social y tecnológico, en coordinación con el Ministerio de Hidrocarburos y Energías, el Ministerio de Minería y Metalurgia y otros que correspondan; s) Proponer políticas y normas, establecer y estructurar mecanismos para la conservación y el aprovechamiento sustentable de la biodiversidad, conservación y protección del medio ambiente, así como proponer políticas sobre biocomercio, prevención y control de riesgos, contaminación hídrica, atmosférica, sustancias peligrosas y gestión integral de residuos y promover mecanismos institucionales para el ejercicio del control y la participación social en las actividades emergentes de las mismas; t) Controlar, supervisar, dirigir y fortalecer el marco institucional descentralizado y autónomo de planificación y regulación del sector de medio ambiente; u) Coordinar con las diferentes instancias de la organización territorial del Estado Plurinacional, la elaboración e implementación de los planes nacionales, departamentales, regionales, municipales, indígena originario campesinos, en lo relativo al régimen general de medio ambiente y la biodiversidad, así como la implementación de políticas y estrategias en su ámbito competencial; v) Coordinar con los Ministerios de Relaciones Exteriores, la negociación de Tratados, Acuerdos, Convenios, Decisiones y otros instrumentos internacionales relativos a la agenda internacional de medio ambiente y cambios climáticos; w) Proponer la Política Nacional de Cambios Climáticos, conducir, supervisar y evaluar el funcionamiento del Plan Nacional de Cambios Climáticos u otras políticas vigentes, fortalecer el Mecanismo Nacional de Adaptación al Cambio Climático y la Estrategia Nacional de Implementación, y evaluar las acciones que permitan prevenir, reducir y mitigar los impactos de los cambios climáticos y adaptación al mismo, así como la formulación de normativa; x) Proponer políticas, normar y estructurar mecanismos para administrar y aplicar el régimen de acceso a los recursos genéticos, velando por la distribución justa y equitativa de los beneficios derivados de los conocimientos tradicionales asociados; y) Conducir, supervisar y evaluar el funcionamiento del Sistema Nacional de Áreas Protegidas, así como proponer políticas para áreas protegidas, corredores de biodiversidad y ecosistemas prioritarios, impulsando el desarrollo sustentable de las poblaciones vinculadas a las mismas, y normar la gestión compartida en sujeción a las normas y procedimientos propios de las naciones y pueblos indígena originario campesinas, respetando el objeto de creación de las áreas protegidas para su aplicación en áreas que tengan sobreposición con territorios indígena originario campesinos; z) Diseñar políticas y normas para implementar Sistemas de Impacto y Control de la Calidad Ambiental a nivel nacional y en las entidades territoriales autónomas; aa) Desarrollar normativas referidas a la biotecnología en el Estado Plurinacional, así como promover y fomentar la investigación científica y tecnológica relacionada con el medio ambiente y los recursos naturales, la defensa, recuperación, protección y repatriación del material biológico proveniente de los recursos naturales, en coordinación con las entidades competentes; bb) Presidir las comisiones binacionales, mixtas e intersectoriales, bilaterales y multilaterales, en coordinación con el Ministerio de Relaciones Exteriores, relacionadas con la temática de biodiversidad, medio ambiente y cambio climático y asumir la representación del Estado Plurinacional como Responsable ante la Conferencia de las Partes de la Convención de Cambio Climático y ante la Agenda Ambiental Andina de la Comunidad Andina de Naciones  CAN y otras instancias internacionales competentes; cc) Realizar acciones para el cumplimiento de compromisos internacionales asumidos por el Estado Plurinacional como signatario de Convenios Internacionales relacionados a medio ambiente, en coordinación con otras entidades competentes, según corresponda; dd) Proponer y normar políticas regulatorias, así como de fiscalización, supervisión y control de las actividades relacionadas con el manejo y aprovechamiento de los recursos naturales en lo relativo al medio ambiente y biodiversidad; ee) Proponer políticas y estrategias nacionales de desarrollo forestal; ff) Estructurar políticas y planes de aprovechamiento de los recursos forestales; gg) Proponer y controlar el cumplimiento de políticas y normas para promover el desarrollo forestal; hh) Proponer políticas para el desarrollo de estrategias para la oferta de asistencia técnica y el establecimiento de mecanismos de investigación, innovación y transferencia tecnológica en todo el proceso productivo y de agregación de valor de la producción forestal; ii) Proponer políticas de desarrollo, conservación y aprovechamiento forestal; jj) Determinar la correcta distribución de los recursos asignados al FONABOSQUE; kk) Proponer políticas y normas; establecer y estructurar mecanismos, para la conservación y el aprovechamiento de los recursos forestales y manejo integral del bosque; ll) Proponer políticas para la prevención y control de riesgos forestales; mm) Proponer políticas para el manejo de recursos forestales maderables y no maderables, y manejo integral del bosque; nn) Coordinar con las diferentes instancias del Estado Plurinacional las acciones orientadas a formular el régimen general de recursos forestales y suelos; oo) Supervisar y vigilar la gestión y el cumplimiento de competencias y atribuciones de la Autoridad de Fiscalización y Control Social de Bosques y Tierra, como organismo nacional rector del uso de la tierra y de los recursos forestales; pp) Definir políticas y lineamientos institucionales de la Autoridad de Fiscalización y Control Social de Bosques y Tierra; qq) Conocer y resolver de manera fundamentada los recursos jerárquicos que se interpongan contra resoluciones que resuelvan los recursos de revocatoria, pronunciadas por el Director Ejecutivo de la Autoridad de Fiscalización y Control Social de Bosques y Tierra; rr) Conocer los presupuestos elaborados por la Autoridad de Fiscalización y Control Social de Bosques y Tierra.",
